UniqueID1232,FESID2244,EnvironmentalClass,EnvironmentalSubclass,Ecological End-Product Class,Ecological End-Product Subclass,Direct Use/Non-Use Class,Direct Use/Non-Use Subclass I,Direct Use/Non-Use Subclass II,Direct User Class,Direct User Subclass I,Direct User Subclass II,FESID2244,BeneficiaryCategory,BeneficiarySubcategory,FEGSIDNumber,FEGS,Example,Importance,FEGSMeasurementincludingUnits,MeasurementType,Status,Source,Notes
647,27.81.1208.1512,Terrestrial,Tundra,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,27.81.1208.1512,Inspirational,Artists,27.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
652,27.81.1208.1512,Terrestrial,Tundra,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,27.81.1208.1512,Inspirational,Artists,27.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
404,12.81.1208.1512,Aquatic,Wetlands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,12.81.1208.1512,Inspirational,Artists,12.0702,sounds and scents,"birds singing, frogs croaking","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
409,12.81.1208.1512,Aquatic,Wetlands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,12.81.1208.1512,Inspirational,Artists,12.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
78,21.31.1104.1312,Terrestrial,Forests,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,21.31.1104.1312,Commercial / Industrial,Food Extractors,21.0201,fauna,"deer, bear, rabbit, elk, grouse, turkey, boar","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",NA,NA,NA,NA,NA
108,24.31.1104.1312,Terrestrial,Grasslands,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,24.31.1104.1312,Commercial / Industrial,Food Extractors,24.0201,fauna,"eggs, duck, buffalo, grasshoppers","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",NA,NA,NA,NA,NA
152,13.31.1104.1312,Aquatic,Lakes and Ponds,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,13.31.1104.1312,Commercial / Industrial,Food Extractors,13.0201,fauna,"fish, brine shrimp (from saline lakes)","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",NA,NA,NA,NA,NA
161,14.31.1104.1312,Aquatic,Near Coastal Marine and Estuaries,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,14.31.1104.1312,Commercial / Industrial,Food Extractors,14.0201,fauna,"fish, oysters, clams, mussels, crabs","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",commerically target fish (biomass as a percentage of habitat area),Stock,Proposed,"Richard Fulton (USEPA), Marc Russell (USEPA)",Demand function: boat interaction with hotspots (index using a grid and distance from boat ramp)
170,15.31.1104.1312,Aquatic,Open Oceans and Seas,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,15.31.1104.1312,Commercial / Industrial,Food Extractors,15.0201,fauna,"fish, whales, shark","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",NA,NA,NA,NA,NA
134,11.31.1104.1312,Aquatic,Rivers and Streams,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,11.31.1104.1312,Commercial / Industrial,Food Extractors,11.0201,fauna,"fish, crawfish, clams, snails, alligator","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",NA,NA,NA,NA,NA
186,27.31.1104.1312,Terrestrial,Tundra,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,27.31.1104.1312,Commercial / Industrial,Food Extractors,27.0201,fauna,"duck, caribou, reindeer","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",NA,NA,NA,NA,NA
143,12.31.1104.1312,Aquatic,Wetlands,Fauna,Fauna,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,12.31.1104.1312,Commercial / Industrial,Food Extractors,12.0201,fauna,"fish, crawfish, duck","edible organisms (i.e., birds, mammals, reptiles, etc.) for commercial use or sale",NA,NA,NA,NA,NA
73,21.21.1104.1312,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,21.21.1104.1312,Commercial / Industrial,Food Extractors,21.0201,flora,"garlic mustard, pawpaw, blackberries, maple sap","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
83,21.21.1104.1312,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,21.21.1104.1312,Commercial / Industrial,Food Extractors,21.0201,fungi, ,"edible organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) for commercial use or sale",NA,NA,NA,NA,NA
113,24.21.1104.1312,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,24.21.1104.1312,Commercial / Industrial,Food Extractors,24.0201,flora,"berries, tubers","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
118,24.21.1104.1312,Terrestrial,Grasslands,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,24.21.1104.1312,Commercial / Industrial,Food Extractors,24.0201,fungi, ,"edible organisms (i.e., mushrooms, shelf fungus, puffballs, etc.) for commercial use or sale",NA,NA,NA,NA,NA
156,13.21.1104.1312,Aquatic,Lakes and Ponds,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,13.21.1104.1312,Commercial / Industrial,Food Extractors,13.0201,flora, ,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",presence of wild rice,Stock,Proposed,"Dave Peck (USEPA), John Stoddard (USEPA)",NA
165,14.21.1104.1312,Aquatic,Near Coastal Marine and Estuaries,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,14.21.1104.1312,Commercial / Industrial,Food Extractors,14.0201,flora,"kelp, seaweed, pickleweed","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
174,15.21.1104.1312,Aquatic,Open Oceans and Seas,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,15.21.1104.1312,Commercial / Industrial,Food Extractors,15.0201,flora,kelp,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
138,11.21.1104.1312,Aquatic,Rivers and Streams,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,11.21.1104.1312,Commercial / Industrial,Food Extractors,11.0201,flora,"wild rice, watercress, water pepper","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
180,25.21.1104.1312,Terrestrial,Scrubland / Shrubland,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,25.21.1104.1312,Commercial / Industrial,Food Extractors,25.0201,flora,juniper berries,"edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
190,27.21.1104.1312,Terrestrial,Tundra,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,27.21.1104.1312,Commercial / Industrial,Food Extractors,27.0201,flora,"blueberries, bearberries","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
147,12.21.1104.1312,Aquatic,Wetlands,Flora,Flora,Direct Use,Extractive Use,Distribution to other users,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,12.21.1104.1312,Commercial / Industrial,Food Extractors,12.0201,flora,"wild rice, lotus root","edible organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) for commercial use or sale",NA,NA,NA,NA,NA
194,27.21.1101.1312,Terrestrial,Tundra,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,27.21.1101.1312,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",27.0202,fiber,"sphagnum, grasses",non-cultivated fiber for commercial use or sale,NA,NA,NA,NA,NA
198,27.21.1101.1312,Terrestrial,Tundra,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Manufacturing,Beverage and Tobacco Product Manufacturing,27.21.1101.1312,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",27.0202,natural materials,lichens,non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
339,26.31.1101.1325,Terrestrial,Barren / Rock and Sand,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Manufacturing,Chemical Manufacturing,26.31.1101.1325,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,26.0207,fauna,snake venom,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
318,21.31.1101.1325,Terrestrial,Forests,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Manufacturing,Chemical Manufacturing,21.31.1101.1325,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,21.0207,fauna,"deer antler velvet, bear bladders","organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
327,24.31.1101.1325,Terrestrial,Grasslands,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Manufacturing,Chemical Manufacturing,24.31.1101.1325,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,24.0207,fauna,deer antler velvet,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
297,13.31.1101.1325,Aquatic,Lakes and Ponds,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Manufacturing,Chemical Manufacturing,13.31.1101.1325,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,13.0207,fauna,fish for fish oil,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",brine shrimp population,Stock,Proposed,"Dave Peck (USEPA), John Stoddard (USEPA)",NA
303,14.31.1101.1325,Aquatic,Near Coastal Marine and Estuaries,Fauna,Fauna,Direct Use,Extractive Use,Raw material for transformation,Industry,Manufacturing,Chemical Manufacturing,14.31.1101.1325,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,14.0207,fauna,fish for fish oil,"organisms (i.e., birds, mammals, reptiles, etc.) or products associated with organisms (i.e., oils, fats, keratin, etc.) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
